1992.4326,0.04003474,0.03874773,-0.00570241,0.01530000,0.01220000,0.01580000
1992.4353,0.03244977,0.02698741,-0.00002620,0.03580000,0.02210000,0.03940000
1992.4381,0.04118323,0.02728221,-0.01030872,0.02270000,0.01070000,0.02420000
1992.4435,0.04958521,0.03078258,0.00508065,0.01630000,0.00850000,0.01730000
1992.4463,0.06650795,0.05714998,-0.00902070,0.03930000,0.02660000,0.03805000
1992.4517,0.09066052,0.03536663,-0.00064838,0.03440000,0.02030000,0.03720000
1992.4572,0.05673694,0.03479789,0.01935435,0.01605000,0.01070000,0.01705000
1992.4600,0.03163568,0.05312890,0.02939650,0.01975000,0.01290000,0.02085000
1992.4627,0.08142012,0.02698873,0.01254568,0.03260000,0.01625000,0.03140000
1992.4654,0.07174686,0.03310079,0.00317924,0.03150000,0.01490000,0.03170000
1992.4682,0.04273763,0.04650974,-0.02871175,0.03410000,0.02050000,0.03600000
1992.4709,0.08046096,0.01836035,0.02559775,0.03530000,0.02245000,0.03350000
1992.4736,0.06442153,0.04266170,0.00392928,0.01810000,0.00930000,0.01870000
1992.4791,0.05377773,0.02643923,-0.01054519,0.01820000,0.01070000,0.01920000
1992.4819,0.07264100,0.03387419,-0.02797530,0.03370000,0.00930000,0.04010000
1992.4846,0.05426133,0.03804765,0.00804128,0.02680000,0.01230000,0.02400000
1992.4873,0.05067720,0.02776260,-0.00518844,0.01605000,0.01020000,0.01690000
1992.4901,0.04632735,0.03457520,0.00571726,0.01520000,0.00910000,0.01570000
1992.4928,0.07165786,0.03995849,0.01461106,0.03210000,0.01020000,0.03280000
1992.4956,0.07708829,0.04189765,0.01364333,0.01925000,0.01330000,0.02010000
1992.5010,0.06232023,0.04356639,0.03050197,0.02240000,0.01340000,0.02120000
1992.5038,0.07076675,0.02212666,-0.01790641,0.01950000,0.01180000,0.01840000
1992.5065,0.08422945,0.04090136,0.01325804,0.02450000,0.01280000,0.02440000
1992.5092,0.06923757,0.03708373,0.00051192,0.02850000,0.01550000,0.02840000
1992.5120,0.04794517,0.03523752,-0.00804186,0.01515000,0.00905000,0.01560000
1992.5175,0.06322586,0.03712126,0.00148710,0.02360000,0.01230000,0.02280000
1992.5202,0.08439431,0.04845814,-0.00128813,0.02480000,0.01280000,0.02370000
1992.5229,0.05125848,0.04002577,0.01042332,0.02160000,0.00990000,0.02150000
1992.5257,0.04432449,0.03802537,-0.01468023,0.02750000,0.01260000,0.02680000
1992.5311,0.07562507,0.04660211,0.00029466,0.02440000,0.01345000,0.02390000
1992.5339,0.05799419,0.03777368,-0.00058727,0.02620000,0.01220000,0.02460000
1992.5366,0.08698394,0.01510613,0.00433897,0.02980000,0.01500000,0.03060000
1992.5394,0.04663700,0.04933336,0.01252854,0.02880000,0.01390000,0.02850000
1992.5421,0.04912780,0.04949437,0.00494169,0.02315000,0.01145000,0.02255000
1992.5476,0.10316207,0.03317324,0.01154651,0.02960000,0.01530000,0.03050000
1992.5503,0.06568060,0.03253820,0.00585195,0.01790000,0.00940000,0.01820000
1992.5530,0.05350572,0.06314990,-0.00601442,0.02555000,0.01320000,0.02530000
1992.5558,0.06689023,0.03829801,0.00700673,0.02760000,0.01345000,0.02695000
1992.5585,0.06516628,0.04476661,0.01064999,0.02455000,0.01190000,0.02365000
1992.5613,0.07315748,0.05858272,0.00165729,0.02350000,0.01250000,0.02560000
1992.5640,0.08382941,0.02606995,-0.03124096,0.02315000,0.01145000,0.02205000
1992.5667,0.05691227,0.03409637,-0.01042342,0.02360000,0.01280000,0.02500000
1992.5722,0.05859249,0.05510143,-0.01843168,0.02545000,0.01280000,0.02500000
1992.5777,0.03860862,0.03308419,-0.00309383,0.02990000,0.01180000,0.03130000
1992.5832,0.07448186,0.03996814,-0.01278271,0.02460000,0.01270000,0.02540000
1992.5886,0.05535213,0.02320869,-0.00135821,0.03410000,0.02160000,0.03540000
1992.5914,0.09235626,0.03235326,-0.01291803,0.02860000,0.02340000,0.03010000
1992.5941,0.03827076,0.05711355,0.01183604,0.02490000,0.01350000,0.02590000
1992.6051,0.06225544,0.03732136,0.02684360,0.02540000,0.01430000,0.02650000
1992.6105,0.03763752,0.04364086,0.00842065,0.02170000,0.01060000,0.02220000
1992.6160,0.06958241,0.03264714,0.00746291,0.01615000,0.01030000,0.01660000
1992.6297,0.06983633,0.04517752,-0.00682437,0.02000000,0.01330000,0.02070000
1992.6352,0.08241284,0.02613127,-0.01209340,0.02700000,0.01400000,0.02820000
1992.6379,0.08305534,0.03255889,-0.00886014,0.01605000,0.00910000,0.01680000
1992.6407,0.06734423,0.03918834,0.01173155,0.01550000,0.00760000,0.01650000
1992.6434,0.05231375,0.03201448,-0.00187129,0.02540000,0.01515000,0.02780000
1992.6461,0.08453336,0.02420523,0.00052369,0.03465000,0.01620000,0.03545000
1992.6516,0.06995299,0.03735646,0.00397077,0.01500000,0.00835000,0.01630000
1992.6543,0.07287216,0.03135605,0.00424663,0.01340000,0.00770000,0.01420000
1992.6598,0.07492046,0.04864493,0.00267254,0.01410000,0.00685000,0.01505000
1992.6626,0.07943172,0.04734946,0.01445614,0.01290000,0.00725000,0.01355000
1992.6653,0.07242617,0.03020221,0.00415993,0.01420000,0.00940000,0.01540000
1992.6680,0.06930998,0.04069801,0.01005824,0.01300000,0.00740000,0.01330000
1992.6708,0.08050936,0.04335389,0.00530255,0.01070000,0.00690000,0.01110000
1992.6735,0.06824263,0.03716762,0.00623307,0.01480000,0.00780000,0.01570000
